"제안번호","제안제목","제안내용","제안등록일자"
"191847","모두의 작업실 열린 작업실","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191847","2021-12-10 20:24:21.0"
"191846","육아 예술가들의 고독감을 해결하기 위한 육아하는 예술가들의 수다방 ( 手茶房: 창작하고 이야기하고 고민을 나누는 육아 예술가들의 쉼터)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191846","2021-12-10 17:18:52.0"
"191845","여성 자영업자들이 경험하는 문제에 함께 힘을 모아주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191845","2021-12-10 14:43:26.0"
"191844","서소문에서 충정로 다리  도로 포장","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191844","2021-12-10 12:45:40.0"
"191843","분리수거시 깨끗하게 버리기 위한 방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191843","2021-12-09 20:02:23.0"
"191842","학교앞 횡단보도","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191842","2021-12-09 19:51:01.0"
"191841","코로나검사후 자가격리 안내","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191841","2021-12-09 17:45:22.0"
"191840","신월IC 지난서 화곡터널쪽 도로 개방","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191840","2021-12-09 17:27:57.0"
"191839","출퇴근 자들을 위한 지하철 역사와 연계된 복합 자전거 보관 센터를 운영해주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191839","2021-12-09 15:24:05.0"
"191838","수퍼빈을 설치해주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191838","2021-12-09 15:15:59.0"
"191837","서울시 선별진료소 대기 방법 - 번호표 배부","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191837","2021-12-09 14:07:21.0"
"191836","어린이집 영유아 보육활동 교육자료의 보육교사 자부담 유료비용 완화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191836","2021-12-09 13:28:10.0"
"191835","드라이브스루 진료소 늘려주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191835","2021-12-09 11:45:28.0"
"191834","호수 공원 보관함 만들어주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191834","2021-12-08 19:38:43.0"
"191833","선별진료소 늘려","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191833","2021-12-08 16:03:15.0"
"191832","도서관 백신패스 당장 멈춰라!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191832","2021-12-08 15:19:41.0"
"191830","초등학교 앞 도로의 제한 속도 위반 단속 활성화 및 안전 확보","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191830","2021-12-08 14:38:27.0"
"191829","반포주공 1단지 나무 이전에 관하여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191829","2021-12-08 14:17:22.0"
"191828","항공기에 탄소세 부과","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191828","2021-12-08 13:16:16.0"
"191826","코로나19 검사 시 체취에 관한 우려","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191826","2021-12-08 12:21:56.0"
"191825","신림1구역 조합장과 GS 건설","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191825","2021-12-07 21:14:43.0"
"191824","가짜뉴스 유포 처벌 강화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191824","2021-12-07 16:12:57.0"
"191823","마천5구역(성당구역)신속통합기획후보지 선정 필히 바랍니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191823","2021-12-07 15:46:37.0"
"191822","서울 상도4동 약수터 시내버스 추가 요청드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191822","2021-12-07 11:44:48.0"
"191821","합법적인 공유숙박을 통한 외래관광객 숙소 부족문제 해결과 가계소득증대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191821","2021-12-07 10:11:48.0"
"191820","아동의 자판기 이용 불편사항에 대한 건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191820","2021-12-06 22:43:17.0"
"191819","공공도서관 백신접종자만 이용은 차별입니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191819","2021-12-06 22:18:10.0"
"191818","대청근린공원  내  공원 트리 끄기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191818","2021-12-06 21:52:45.0"
"191817","재택근무 가능 직종 임산부 재택근무 의무화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191817","2021-12-06 17:07:39.0"
"191816","버스 아저씨가 가야되는거 알겠는데 그 버스 하나 보고 뛰어온 학생도 생각 해주시면 안될까요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191816","2021-12-06 16:39:02.0"
"191815","프리랜서의 고용보험 적용확대를 위한 개선방안을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191815","2021-12-06 16:18:12.0"
"191814","서울시내 주요 공원 길고양이 위한 보금자리 마련","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191814","2021-12-06 14:57:02.0"
"191813","지역주민센터에 &#39;공유 냉장고&#39; 운영을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191813","2021-12-05 22:19:58.0"
"191812","장애인과 보호자 지하철 개찰구 통과 시 문제 해결 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191812","2021-12-05 17:56:58.0"
"191811","아동을 위한 녹지 및 놀이시설 부족 문제와 해결방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191811","2021-12-05 14:50:48.0"
"191810","길거리 흡연의 문제와 흡연부스 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191810","2021-12-05 08:47:43.0"
"191809","코로나19 병상부족 대응방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191809","2021-12-04 18:29:39.0"
"191808","&#39;경의선 숲길&#39; 시멘트를 우레탄으로 교체요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191808","2021-12-04 16:37:33.0"
"191806","코로나19대응책","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191806","2021-12-04 08:42:54.0"
"191805","운동 관련 온라인 플랫폼 구축","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191805","2021-12-04 08:37:35.0"
"191804","청년 1인가구의 심리적 안정 지원","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191804","2021-12-04 00:17:15.0"
"191802","장애인들의 정류장 접근 환경을 개선하기 위해 버스정류장 시설과 교통약자 서비스 개선을 요구합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191802","2021-12-03 20:42:55.0"
"191801","장애인들의 대중교통 이용 편의 증진을 위해 한 번에 가는 노선 도입을 요구합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191801","2021-12-03 20:22:18.0"
"191800","버스정류장 주변 불법주차 단속을 강화해 주십시오","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191800","2021-12-03 19:55:59.0"
"191799","임시선별진료소 확충","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191799","2021-12-03 19:14:00.0"
"191797","효과적 자원 재활용을 위해 제안합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191797","2021-12-03 13:35:04.0"
"191796","반려동물과 함께 갈 수 있는 곳을 모아 만든 서울시 지도","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191796","2021-12-02 23:44:08.0"
"191795","거리의 무법자 오토바이 특별 단속하자~~~","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191795","2021-12-02 21:27:11.0"
"191794","플라스틱 사용 문제 관련 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191794","2021-12-02 20:10:18.0"
"191793","대모산 터널 건설을 적극 추진해주십시오.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191793","2021-12-02 16:17:13.0"
"191792","공공시설 형태의 유아 대상 놀이공간 확대를 건의합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191792","2021-12-02 15:32:12.0"
"191791","3000억짜리 땅을 1억짜리 땅으로 쓰면서 청년 걱정하는 척하는 한심한  서울시 공무원에게!!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191791","2021-12-02 15:16:59.0"
"191790","노숙인분들을 위한 긴급 보금자리 마련 방안 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191790","2021-12-02 12:01:36.0"
"191789","국제적인 세계도시 서울을 위한 정책제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191789","2021-12-02 10:26:19.0"
"191788","서울의 부족한 주택해소 건","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191788","2021-12-02 09:17:57.0"
"191787","시각장애인의 시설 방문 시 방문 인증 어려움에 대한 대책 마련을 제안 드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191787","2021-12-02 02:41:33.0"
"191786","시각장애인을 위해서 따숨소 위치 알림 추가","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191786","2021-12-01 22:43:53.0"
"191785","20대 여성 청년들을 위한 프로그램 &#39;보람산타&#39;를 제안합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191785","2021-12-01 22:29:18.0"
"191784","마움직임(2030 1인 가구를 위한 프로그램)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191784","2021-12-01 22:22:19.0"
"191782","따릉이 휴대폰 거치대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191782","2021-12-01 21:03:48.0"
"191781","노인 일자리의 다양성이 확대되었으면 합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191781","2021-12-01 21:00:14.0"
"191780","어린이보호구역에서 전동킥보드 속도 제한 의무화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191780","2021-12-01 18:47:32.0"
"191779","6.25 전쟁 참전 용사들의 일대기 채록 사업을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191779","2021-12-01 13:26:02.0"
"191778","주말에도 열일하시는 선별진료소 공무원분들 감탄합니다!!!!!!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191778","2021-12-01 00:03:33.0"
"191777","코로나 확산 저감대책은 기술시스템의 변화를 주는 것은 어떨까?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191777","2021-11-30 19:51:50.0"
"191776","생활치료센터 확충해라","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191776","2021-11-30 15:11:08.0"
"191775","월계배드민턴전용구장 및 초안산스포츠타운 주차장 절대부족의 건(노원구에 제안을 했으나 원론적인 답변만 들음)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191775","2021-11-30 13:04:41.0"
"191774","따릉이를 이동수단으로!!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191774","2021-11-30 12:48:17.0"
"191773","유기동물 발견 시 대처 방안에 대한 안내문 발행","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191773","2021-11-29 23:52:40.0"
"191772","화곡동 공공개발","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191772","2021-11-29 23:26:30.0"
"191771","1인가구 유기동물 입양 캠페인","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191771","2021-11-29 19:39:13.0"
"191770","재활용품 스마트 수거함 관련 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191770","2021-11-29 14:57:24.0"
"191769","대입 면접철 면접 의류 관련 제언","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191769","2021-11-29 13:25:44.0"
"191768","오세훈 서울시장님이 직접 답변해주시기 바랍니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191768","2021-11-28 22:50:25.0"
"191767","환승구간 에스컬레이터 앞에 안전 유도선을 만들어 주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191767","2021-11-28 13:52:16.0"
"191766","50대 부터 3차접종 무조건 실시해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191766","2021-11-28 12:05:44.0"
"191765","이제 대형마트 휴무일 그만했으면 좋겠습니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191765","2021-11-28 11:07:45.0"
"191764","따릉이 대여소에 지붕 설치해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191764","2021-11-28 01:09:08.0"
"191763","청년층의 코로나블루 극복을 위한 정책 및 프로그램 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191763","2021-11-27 17:50:20.0"
"191762","문화센터 개설요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191762","2021-11-27 05:02:01.0"
"191761","코로나 방역대책을 다변화해주십시오.(언제까지 거리두기만 할겁니까?)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191761","2021-11-27 02:37:42.0"
"191760","청년취업사관학교 따릉이 관련하여 아쉬운 점 및 개선할 점을 말씀드리고 싶습니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191760","2021-11-27 00:09:12.0"
"191759","장애인 콜택시 문제 개선을 위한 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191759","2021-11-26 17:59:00.0"
"191758","성폭력 당한 28 청년입니다 지적장애인3급입니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191758","2021-11-26 15:58:44.0"
"191757","돌봄제도개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191757","2021-11-26 14:45:08.0"
"191756","제로 웨이스트 리필샵의 확대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191756","2021-11-26 11:45:45.0"
"191755","코로나간염자가 4천명이 넘는 시기에 생활축구대회...","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191755","2021-11-26 11:42:40.0"
"191754","마스크 수거함의 확대를 부탁드립니다!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191754","2021-11-25 16:28:24.0"
"191753","옥수역 환승할 수 있도록 동호대교 북단 위 버스정류장 설치를 제안합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191753","2021-11-25 13:57:58.0"
"191752","청게천 고가도로 존치 교각 안내문","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191752","2021-11-25 13:08:13.0"
"191751","고등학교 앞 따릉이 설치 관련","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191751","2021-11-25 09:52:54.0"
"191750","&#34;스마트도서관&#34; 설치를 확대해주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191750","2021-11-25 00:21:44.0"
"191749","성폭력 당한 28 청년입니다 지적장애인3급입니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191749","2021-11-24 22:11:56.0"
"191748","마을 공동체 활성화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191748","2021-11-24 21:40:30.0"
"191747","연말 도로공사","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191747","2021-11-24 20:59:33.0"
"191746","구독 서비스 해지시 되묻기 조항 개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191746","2021-11-24 17:45:20.0"
"191745","김포 공항 주차장 관리","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191745","2021-11-24 15:50:54.0"
"191744","쓰레기통 설치 문의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191744","2021-11-24 15:50:35.0"
"191743","대한민국 노동법!! 시급히 개선되어야 합니다!!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191743","2021-11-24 14:40:32.0"
"191740","보호 종료 아동(자립 준비 청년)을 위한 정책 시행","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191740","2021-11-24 12:29:22.0"
"191739","대중교통 백신완료자/비접종자 격리","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191739","2021-11-24 10:32:06.0"
"191738","코로나감염과 백신접종의 상관관계","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191738","2021-11-24 10:08:25.0"
"191737","청년-노인세대간의 세대갈등 해결을 위한 캠페인","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191737","2021-11-23 15:19:24.0"
"191736","온서울 건강온 스마트밴드 건강관리 연령의 폭을 넓혀주세요 오프라인에서도 신청할 수 있게 해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191736","2021-11-23 14:30:09.0"
"191735","노인 들 이동통신 가입 혜택기간  에대하여  연장 건의 드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191735","2021-11-23 11:20:05.0"
"191734","티비보고 관심있어서 금방 가입했는데요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191734","2021-11-23 08:57:52.0"
"191733","서울시 신혼부부 임차보증금 지원을 공공주택에도 확대 부탁드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191733","2021-11-23 08:56:56.0"
"191732","시민행복 증진사업으로 &lt;가족 공동 프로젝트&gt; 지원 사업을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191732","2021-11-22 22:22:50.0"
"191731","지역 독서 동아리 활성화 방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191731","2021-11-22 22:21:15.0"
"191730","아파트 단지내 이웃을 만드는 방법을 생각해보아요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191730","2021-11-22 22:18:00.0"
"191729","성인을 위한 평생교육 프로그램 개발","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191729","2021-11-22 22:07:32.0"
"191728","청각장애 유권자의 참정권 보장을 위한 제도적 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191728","2021-11-22 19:18:52.0"
"191727","허위정보 가짜뉴스 규제 방안 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191727","2021-11-22 15:23:30.0"
"191726","잠실 한강공원 놀이터 주차장","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191726","2021-11-22 07:41:17.0"
"191725","학교에서 개인용 텀블러를 만들어주거나 물컵을 설치해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191725","2021-11-22 01:29:58.0"
"191724","모든 마트에서 일회용품(나무 젓가락 플라스틱 숟가락 등)을 가져갈 때 비닐봉투처럼 돈을 내게 하자","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191724","2021-11-21 22:44:37.0"
"191723","몰카탐지기 대여서비스","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191723","2021-11-21 22:02:58.0"
"191722","서울대공원 기념비 한글 및 둘레길 활성화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191722","2021-11-21 18:32:37.0"
"191721","서울한양도성 완주도전을 마치며","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191721","2021-11-21 16:21:26.0"
"191720","중장년 여성들을 위한 중기 창작 프로그램을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191720","2021-11-21 12:44:25.0"
"191719","플라스틱 생수병을 종이팩으로 바꿔주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191719","2021-11-20 19:58:58.0"
"191718","앞으로 요소수에 대한 서울시의 대책이 궁금합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191718","2021-11-20 16:25:31.0"
"191717","파파모빌리티를 장애인바우처택시사업에 참여시켜주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191717","2021-11-20 13:21:52.0"
"191716","서울시 여성 지원 서비스 홍보 및 개선 제안드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191716","2021-11-20 00:14:53.0"
"191714","전세사기 잡을 수 있습니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191714","2021-11-19 22:48:43.0"
"191712","한반도 차세대복지 희년자유경제특구개발130. 5개년제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191712","2021-11-19 20:15:42.0"
"191711","서울시시립 어린이병원 주차장(내곡동)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191711","2021-11-19 14:10:17.0"
"191710","부동산 가격 안정화를 위한 정보 공개 요청 건","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191710","2021-11-19 12:32:16.0"
"191709","ADHD를 겪는 서울시민들을 위한 정책제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191709","2021-11-19 09:40:49.0"
"191708","리터러시 기본 교육을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191708","2021-11-19 02:54:36.0"
"191707","재생에너지 주민 공동체 활성화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191707","2021-11-19 00:03:59.0"
"191706","반려동물과 함께 살아가기 위해 알아둬야 할 기초 교육","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191706","2021-11-19 00:00:26.0"
"191705","모바일 영수증 의무화 및 홍보 강화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191705","2021-11-18 23:25:05.0"
"191704","폐전기 전자제품 반납에 따른 마일리지 지급 정책 제안서","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191704","2021-11-18 20:48:11.0"
"191703","실질적이고 획기적인 임산부배려석 이용방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191703","2021-11-18 16:00:31.0"
"191702","코로나19확산방지 대책","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191702","2021-11-18 11:02:31.0"
"191701","따릉이 광고 어플에다가 넣는건 어때요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191701","2021-11-17 20:49:57.0"
"191700","주민센터에 자원순환센터(종이팩 멸균팩 등)  거점공간을 만들어주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191700","2021-11-17 16:38:25.0"
"191699","교통사고와 신호위반을 줄이기위해 교통신호등에 타이머를 설정합시다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191699","2021-11-17 15:57:17.0"
"191698","도심 오래된 빌딩 리모델링","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191698","2021-11-17 11:10:11.0"
"191697","수급자집수리","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191697","2021-11-17 10:59:31.0"
"191696","임대아파트 관련하여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191696","2021-11-17 10:21:28.0"
"191695","경력 보유 여성들의 새로운 일자리 창출 방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191695","2021-11-16 17:27:29.0"
"191694","세계에서 가장 멋진동네 3위 종로구(종로3가) 발전을 위해 동대문역 GTX-B 노선 신설해주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191694","2021-11-16 14:42:04.0"
"191693","쓰레기통을 추가설치 건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191693","2021-11-16 00:06:16.0"
"191692","서울에 있는 큰 가게들에서 만큼은 주는 봉투를 땅에 묻으면 잘 분해되는 재질로 공급해주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191692","2021-11-16 00:00:27.0"
"191691","카페에서 텀블러 사용량을 늘려요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191691","2021-11-15 23:28:21.0"
"191690","물받이가 있는 음식물쓰레기통","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191690","2021-11-15 23:20:33.0"
"191689","조명되지 않은 역사를 소재로 한 콘텐츠 공모전을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191689","2021-11-15 20:43:52.0"
"191688","버스정류소 옆에 쓰레기통을 배치해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191688","2021-11-15 18:15:18.0"
"191687","2030 청년들을 위한 야외결혼식장 제공","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191687","2021-11-15 15:27:26.0"
"191686","강변북로와 올림픽대교에 휴게소를 설치하면 어떨까요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191686","2021-11-15 14:52:10.0"
"191685","카페 용기 통일 (사이즈 통일)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191685","2021-11-15 13:42:48.0"
"191684","카페에서 일회용컵 사용할때 추가요금을 내게 해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191684","2021-11-15 13:40:50.0"
"191683","한강 중랑천 탄천등 하천의 고수부지에 반려견 놀이터 설치 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191683","2021-11-15 13:34:49.0"
"191682","에너지소비 효율 1등급 제품을 구매할 때 지원금을 주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191682","2021-11-15 13:34:04.0"
"191650","압구정로 39길 (압구정고등학교중학교 앞) 주차라인 제거 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191650","2021-11-08 15:01:18.0"
"191649","하나부터 독도알아가기 모임","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191649","2021-11-08 14:16:15.0"
"191648","서울시 건물이 발전소가 되다.  (서울시 전기에너지 100%를 발전하여 화력+원자력발전소를 없앨수 있습니다.)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191648","2021-11-08 10:44:53.0"
"191647","관악산 방문객 편의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191647","2021-11-08 05:52:02.0"
"191646","자동 삭제 메일함","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191646","2021-11-07 23:00:51.0"
"191645","주거 건물 CCTV 설치 의무화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191645","2021-11-07 21:22:24.0"
"191644","삼각산 옛지명 찾기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191644","2021-11-07 17:52:50.0"
"191643","마천2구역민간공공재개발요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191643","2021-11-07 17:27:03.0"
"191642","공공재개발의 건","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191642","2021-11-07 11:47:36.0"
"191641","탄소중립을 위한 알뜰교통카드 마일리지 유지 및 확대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191641","2021-11-07 07:06:07.0"
"191640","청소년 놀이공간을 동별로 하나씩 만들어주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191640","2021-11-07 00:00:25.0"
"191639","빛내린천 재 공사 촉구","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191639","2021-11-06 22:44:52.0"
"191638","서울시에공직기강실을만듭시다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191638","2021-11-06 09:28:09.0"
"191637","우이신설동 개편이 시급합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191637","2021-11-06 08:45:45.0"
"191636","버스정류장 이름변경에대해서","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191636","2021-11-06 07:57:06.0"
"191635","재활용을 위해..","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191635","2021-11-05 09:33:43.0"
"191634","고시원 거주자를 차별하지 마세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191634","2021-11-04 22:15:59.0"
"191633","장충단공원 운동기구 추가 설치 문의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191633","2021-11-04 21:52:35.0"
